Inches,Pixels,Kicker,Shooter,Hood
81.4,338,6124,7168,1827
81.8,337,6125,7170,1829
82.1,336,6126,7172,1832
82.5,335,6127,7174,1834
82.9,334,6128,7176,1837
83.2,333,6129,7178,1839
83.6,332,6130,7180,1842
84.0,331,6132,7182,1845
84.4,330,6133,7184,1847
84.7,329,6134,7186,1850
85.1,328,6135,7188,1853
85.5,327,6136,7190,1855
85.9,326,6137,7192,1858
86.3,325,6138,7194,1861
86.7,324,6139,7196,1864
87.1,323,6141,7198,1867
87.4,322,6142,7201,1870
87.8,321,6143,7203,1872
88.3,320,6145,7205,1875
88.7,319,6146,7208,1878
89.1,318,6148,7210,1881
89.5,317,6149,7213,1884
89.9,316,6151,7216,1887
90.3,315,6152,7219,1890
90.7,314,6154,7222,1893
91.1,313,6156,7225,1897
91.6,312,6158,7228,1900
92.0,311,6160,7232,1903
92.4,310,6162,7235,1906
92.9,309,6165,7239,1909
93.3,308,6167,7243,1913
93.7,307,6170,7248,1916
94.2,306,6172,7252,1919
94.6,305,6175,7257,1923
95.1,304,6178,7261,1926
95.5,303,6181,7267,1930
96.0,302,6184,7272,1933
96.4,301,6187,7277,1937
96.9,300,6191,7283,1940
97.4,299,6194,7289,1944
97.8,298,6198,7296,1947
98.3,297,6202,7302,1951
98.8,296,6206,7309,1955
99.3,295,6210,7316,1958
99.7,294,6215,7323,1962
100.2,293,6219,7331,1966
100.7,292,6224,7339,1970
101.2,291,6229,7347,1973
101.7,290,6234,7356,1977
102.2,289,6239,7364,1981
102.7,288,6244,7374,1985
103.2,287,6250,7383,1989
103.7,286,6256,7393,1993
104.2,285,6261,7403,1997
104.7,284,6267,7413,2001
105.3,283,6273,7424,2005
105.8,282,6279,7435,2010
106.3,281,6285,7446,2014
106.8,280,6292,7457,2018
107.4,279,6298,7469,2022
107.9,278,6305,7482,2027
108.5,277,6311,7494,2031
109.0,276,6318,7507,2035
109.6,275,6325,7520,2040
110.1,274,6331,7534,2044
110.7,273,6338,7547,2049
111.2,272,6345,7561,2053
111.8,271,6352,7576,2058
112.4,270,6359,7590,2062
113.0,269,6365,7606,2067
113.6,268,6372,7621,2072
114.1,267,6379,7636,2076
114.7,266,6386,7652,2081
115.3,265,6393,7669,2086
115.9,264,6399,7685,2091
116.5,263,6406,7702,2096
117.1,262,6413,7719,2101
117.8,261,6419,7736,2106
118.4,260,6426,7754,2111
119.0,259,6433,7772,2116
119.6,258,6439,7790,2121
120.3,257,6446,7808,2126
120.9,256,6452,7827,2131
121.5,255,6459,7846,2136
122.2,254,6465,7865,2142
122.9,253,6472,7884,2147
123.5,252,6478,7904,2152
124.2,251,6485,7924,2158
124.9,250,6492,7944,2163
125.5,249,6499,7964,2168
126.2,248,6506,7984,2174
126.9,247,6513,8005,2180
127.6,246,6520,8026,2185
128.3,245,6528,8047,2191
129.0,244,6536,8068,2196
129.7,243,6544,8089,2202
130.4,242,6552,8110,2208
131.2,241,6561,8132,2214
131.9,240,6570,8154,2220
132.6,239,6580,8175,2226
133.4,238,6590,8197,2231
134.1,237,6600,8219,2237
134.9,236,6611,8241,2243
135.7,235,6623,8263,2250
136.4,234,6635,8286,2256
137.2,233,6648,8308,2262
138.0,232,6662,8330,2268
138.8,231,6676,8352,2274
139.6,230,6690,8375,2281
140.4,229,6706,8397,2287
141.2,228,6722,8420,2293
142.1,227,6739,8442,2300
142.9,226,6757,8464,2306
143.7,225,6776,8487,2313
144.6,224,6795,8509,2320
145.4,223,6815,8531,2326
146.3,222,6836,8553,2333
147.2,221,6858,8576,2340
148.1,220,6881,8598,2346
149.0,219,6904,8620,2353
149.9,218,6928,8641,2360
150.8,217,6953,8663,2367
151.7,216,6979,8685,2374
152.6,215,7005,8706,2381
153.5,214,7032,8728,2388
154.5,213,7060,8749,2395
155.4,212,7088,8770,2403
156.4,211,7117,8791,2410
157.4,210,7147,8812,2417
158.4,209,7068,8755,2424
159.4,208,7097,8777,2432
160.4,207,7128,8799,2439
161.4,206,7159,8820,2447
162.4,205,7191,8842,2454
163.4,204,7223,8863,2462
164.5,203,7256,8884,2470
165.6,202,7289,8905,2477
166.6,201,7322,8926,2485
167.7,200,7356,8946,2487
168.8,199,7390,8966,2493
169.9,198,7425,8986,2503
171.0,197,7459,9006,2517
172.2,196,7494,9025,2535
173.3,195,7529,9044,2556
174.5,194,7564,9063,2580
175.6,193,7599,9082,2607
176.8,192,7634,9100,2637
178.0,191,7669,9118,2670
179.2,190,7703,9136,2705
180.4,189,7738,9153,2742
181.6,188,7772,9171,2781
182.9,187,7807,9188,2821
184.2,186,7841,9205,2863
185.4,185,7875,9221,2907
186.7,184,7909,9237,2952
188.0,183,7942,9254,2997
189.3,182,7975,9269,3044
190.7,181,8008,9285,3091
192.0,180,8041,9301,3139
193.4,179,8073,9316,3188
194.8,178,8105,9331,3236
196.2,177,8137,9346,3285
197.6,176,8169,9360,3334
199.0,175,8200,9375,3383
200.4,174,8231,9389,3431
201.9,173,8262,9404,3480
203.4,172,8293,9418,3528
204.9,171,8324,9432,3575
206.4,170,8354,9446,3622
207.9,169,8385,9460,3668
209.5,168,8415,9474,3713
211.0,167,8446,9488,3758
212.6,166,8476,9502,3801
214.2,165,8507,9516,3844
215.8,164,8538,9531,3886
217.5,163,8569,9545,3926
219.1,162,8600,9560,3966
220.8,161,8631,9574,4004
222.5,160,8663,9589,4041
224.2,159,8783,9646,4077
226.0,158,8816,9662,4112
227.7,157,8851,9679,4146
229.5,156,8886,9696,4178
231.3,155,8922,9713,4209
233.1,154,8958,9731,4239
235.0,153,8995,9750,4268
236.8,152,9033,9770,4296
238.7,151,9072,9790,4322
240.6,150,9112,9810,4347
242.6,149,9152,9832,4371
244.5,148,9193,9854,4394
246.5,147,9235,9878,4416
248.5,146,9278,9902,4437
250.5,145,9321,9927,4457
252.6,144,9364,9954,4476
254.7,143,9408,9981,4494
256.8,142,9452,10010,4512
258.9,141,9497,10040,4529
261.1,140,9541,10071,4545
263.2,139,9584,10104,4561
265.4,138,9627,10139,4577
267.7,137,9669,10175,4592
269.9,136,9710,10212,4608
272.2,135,9749,10252,4623
274.5,134,9786,10293,4638
276.9,133,9821,10336,4654
279.2,132,9854,10381,4669
281.6,131,9884,10428,4686
284.1,130,9912,10478,4703
286.5,129,9938,10529,4720
289.0,128,9963,10583,4739
291.5,127,9991,10647,4759
