Inches,Pixels,Kicker,Shooter,Hood
81.4,338,6132,7182,1827
81.8,337,6133,7184,1829
82.1,336,6134,7187,1832
82.5,335,6135,7189,1834
82.9,334,6136,7191,1837
83.2,333,6138,7193,1839
83.6,332,6139,7195,1842
84.0,331,6140,7197,1845
84.4,330,6141,7200,1847
84.7,329,6143,7202,1850
85.1,328,6144,7204,1853
85.5,327,6146,7207,1855
85.9,326,6147,7209,1858
86.3,325,6149,7212,1861
86.7,324,6150,7215,1864
87.1,323,6152,7217,1867
87.4,322,6154,7220,1870
87.8,321,6155,7224,1872
88.3,320,6157,7227,1875
88.7,319,6159,7230,1878
89.1,318,6161,7234,1881
89.5,317,6163,7237,1884
89.9,316,6166,7241,1887
90.3,315,6168,7245,1890
90.7,314,6171,7249,1893
91.1,313,6173,7254,1897
91.6,312,6176,7258,1900
92.0,311,6179,7263,1903
92.4,310,6182,7268,1906
92.9,309,6185,7273,1909
93.3,308,6188,7278,1913
93.7,307,6191,7284,1916
94.2,306,6195,7290,1919
94.6,305,6199,7296,1923
95.1,304,6202,7302,1926
95.5,303,6206,7309,1930
96.0,302,6210,7316,1933
96.4,301,6215,7323,1937
96.9,300,6219,7330,1940
97.4,299,6223,7338,1944
97.8,298,6228,7346,1947
98.3,297,6233,7354,1951
98.8,296,6238,7362,1955
99.3,295,6243,7371,1958
99.7,294,6248,7380,1962
100.2,293,6254,7389,1966
100.7,292,6259,7399,1970
101.2,291,6265,7409,1973
101.7,290,6271,7419,1977
102.2,289,6276,7430,1981
102.7,288,6282,7440,1985
103.2,287,6289,7452,1989
103.7,286,6295,7463,1993
104.2,285,6301,7475,1997
104.7,284,6307,7487,2001
105.3,283,6314,7499,2005
105.8,282,6320,7511,2010
106.3,281,6288,7451,2014
106.8,280,6295,7463,2018
107.4,279,6301,7475,2022
107.9,278,6308,7488,2027
108.5,277,6315,7501,2031
109.0,276,6322,7514,2035
109.6,275,6328,7528,2040
110.1,274,6335,7542,2044
110.7,273,6342,7556,2049
111.2,272,6349,7571,2053
111.8,271,6356,7586,2058
112.4,270,6363,7601,2062
113.0,269,6370,7617,2067
113.6,268,6377,7632,2072
114.1,267,6384,7649,2076
114.7,266,6391,7665,2081
115.3,265,6398,7682,2086
115.9,264,6368,7611,2091
116.5,263,6375,7628,2096
117.1,262,6383,7645,2101
117.8,261,6390,7662,2106
118.4,260,6397,7680,2111
119.0,259,6405,7698,2116
119.6,258,6412,7717,2121
120.3,257,6419,7736,2126
120.9,256,6426,7755,2131
121.5,255,6433,7774,2136
122.2,254,6440,7794,2142
122.9,253,6448,7814,2147
123.5,252,6455,7834,2152
124.2,251,6462,7854,2158
124.9,250,6469,7875,2163
125.5,249,6476,7896,2168
126.2,248,6483,7917,2174
126.9,247,6490,7939,2180
127.6,246,6497,7960,2185
128.3,245,6505,7982,2191
129.0,244,6513,8004,2196
129.7,243,6520,8026,2202
130.4,242,6528,8048,2208
131.2,241,6537,8071,2214
131.9,240,6546,8094,2220
132.6,239,6555,8116,2226
133.4,238,6564,8139,2231
134.1,237,6574,8162,2237
134.9,236,6584,8185,2243
135.7,235,6595,8209,2250
136.4,234,6607,8232,2256
137.2,233,6619,8255,2262
138.0,232,6631,8279,2268
138.8,231,6645,8302,2274
139.6,230,6659,8326,2281
140.4,229,6674,8349,2287
141.2,228,6689,8373,2293
142.1,227,6706,8397,2300
142.9,226,6723,8420,2306
143.7,225,6741,8444,2313
144.6,224,6759,8467,2320
145.4,223,6779,8491,2326
146.3,222,6800,8514,2333
147.2,221,6821,8537,2340
148.1,220,6843,8561,2346
149.0,219,6866,8584,2353
149.9,218,6890,8607,2360
150.8,217,6915,8630,2367
151.7,216,6941,8653,2374
152.6,215,6967,8675,2381
153.5,214,6944,8655,2388
154.5,213,6971,8678,2395
155.4,212,6999,8701,2403
156.4,211,7028,8724,2410
157.4,210,7057,8747,2417
158.4,209,7087,8770,2424
159.4,208,7118,8792,2432
160.4,207,7150,8814,2439
161.4,206,7182,8836,2447
162.4,205,7214,8858,2454
163.4,204,7248,8879,2462
164.5,203,7281,8900,2470
165.6,202,7315,8921,2477
166.6,201,7350,8942,2485
167.7,200,7384,8963,2487
168.8,199,7419,8983,2493
169.9,198,7454,9003,2503
171.0,197,7490,9023,2517
172.2,196,7525,9042,2535
173.3,195,7457,9004,2556
174.5,194,7493,9024,2580
175.6,193,7529,9044,2607
176.8,192,7566,9064,2637
178.0,191,7602,9083,2670
179.2,190,7638,9102,2705
180.4,189,7675,9121,2742
181.6,188,7711,9140,2781
182.9,187,7747,9158,2821
184.2,186,7783,9176,2863
185.4,185,7818,9193,2907
186.7,184,7853,9211,2952
188.0,183,7888,9228,2997
189.3,182,7923,9244,3044
190.7,181,7957,9261,3091
192.0,180,7992,9277,3139
193.4,179,7897,9232,3188
194.8,178,7932,9249,3236
196.2,177,7966,9265,3285
197.6,176,8000,9281,3334
199.0,175,8033,9297,3383
200.4,174,8066,9313,3431
201.9,173,8099,9328,3480
203.4,172,8131,9343,3528
204.9,171,8163,9358,3575
206.4,170,8195,9373,3622
207.9,169,8226,9387,3668
209.5,168,8257,9401,3713
211.0,167,8288,9416,3758
212.6,166,8319,9430,3801
214.2,165,8350,9444,3844
215.8,164,8381,9458,3886
217.5,163,8411,9472,3926
219.1,162,8442,9486,3966
220.8,161,8473,9501,4004
222.5,160,8504,9515,4041
224.2,159,8535,9529,4077
226.0,158,8566,9544,4112
227.7,157,8598,9559,4146
229.5,156,8631,9574,4178
231.3,155,8664,9589,4209
233.1,154,8697,9605,4239
235.0,153,8731,9621,4268
236.8,152,8766,9638,4296
238.7,151,8802,9655,4322
240.6,150,8839,9673,4347
242.6,149,8877,9691,4371
244.5,148,8915,9710,4394
246.5,147,8955,9730,4416
248.5,146,8996,9750,4437
250.5,145,9038,9772,4457
252.6,144,9081,9794,4476
254.7,143,9125,9818,4494
256.8,142,9171,9842,4512
258.9,141,9217,9868,4529
261.1,140,9264,9894,4545
263.2,139,9313,9923,4561
265.4,138,9362,9952,4577
267.7,137,9411,9983,4592
269.9,136,9461,10016,4608
272.2,135,9511,10050,4623
274.5,134,9560,10086,4638
276.9,133,9609,10124,4654
279.2,132,9657,10163,4669
281.6,131,9703,10205,4686
284.1,130,9747,10249,4703
286.5,129,9788,10295,4720
289.0,128,9827,10343,4739
291.5,127,9872,10409,4759
