Inches,Pixels,Kicker,Shooter,Hood
81.4,338,6103,7130,1827
81.8,337,6104,7132,1829
82.1,336,6105,7134,1832
82.5,335,6106,7136,1834
82.9,334,6107,7138,1837
83.2,333,6108,7140,1839
83.6,332,6109,7141,1842
84.0,331,6110,7142,1845
84.4,330,6110,7143,1847
84.7,329,6111,7144,1850
85.1,328,6111,7145,1853
85.5,327,6111,7146,1855
85.9,326,6112,7146,1858
86.3,325,6112,7147,1861
86.7,324,6112,7147,1864
87.1,323,6112,7147,1867
87.4,322,6112,7147,1870
87.8,321,6112,7148,1872
88.3,320,6113,7148,1875
88.7,319,6113,7148,1878
89.1,318,6113,7148,1881
89.5,317,6113,7148,1884
89.9,316,6113,7148,1887
90.3,315,6113,7148,1890
90.7,314,6113,7148,1893
91.1,313,6113,7148,1897
91.6,312,6113,7148,1900
92.0,311,6113,7148,1903
92.4,310,6113,7149,1906
92.9,309,6113,7149,1909
93.3,308,6113,7149,1913
93.7,307,6114,7150,1916
94.2,306,6114,7151,1919
94.6,305,6115,7151,1923
95.1,304,6115,7152,1926
95.5,303,6116,7153,1930
96.0,302,6116,7155,1933
96.4,301,6117,7156,1937
96.9,300,6118,7158,1940
97.4,299,6119,7160,1944
97.8,298,6120,7162,1947
98.3,297,6121,7164,1951
98.8,296,6123,7166,1955
99.3,295,6124,7169,1958
99.7,294,6126,7172,1962
100.2,293,6128,7175,1966
100.7,292,6130,7179,1970
101.2,291,6132,7182,1973
101.7,290,6134,7186,1977
102.2,289,6136,7191,1981
102.7,288,6139,7195,1985
103.2,287,6142,7200,1989
103.7,286,6145,7205,1993
104.2,285,6148,7211,1997
104.7,284,6151,7217,2001
105.3,283,6155,7223,2005
105.8,282,6159,7230,2010
106.3,281,6163,7237,2014
106.8,280,6167,7244,2018
107.4,279,6172,7251,2022
107.9,278,6177,7259,2027
108.5,277,6182,7268,2031
109.0,276,6187,7277,2035
109.6,275,6192,7286,2040
110.1,274,6198,7295,2044
110.7,273,6204,7305,2049
111.2,272,6210,7315,2053
111.8,271,6216,7326,2058
112.4,270,6223,7337,2062
113.0,269,6230,7348,2067
113.6,268,6237,7360,2072
114.1,267,6244,7372,2076
114.7,266,6251,7385,2081
115.3,265,6259,7398,2086
115.9,264,6197,7293,2091
116.5,263,6205,7306,2096
117.1,262,6213,7320,2101
117.8,261,6221,7334,2106
118.4,260,6230,7348,2111
119.0,259,6238,7363,2116
119.6,258,6247,7379,2121
120.3,257,6257,7394,2126
120.9,256,6266,7411,2131
121.5,255,6275,7427,2136
122.2,254,6285,7444,2142
122.9,253,6294,7462,2147
123.5,252,6304,7480,2152
124.2,251,6313,7498,2158
124.9,250,6323,7517,2163
125.5,249,6333,7536,2168
126.2,248,6342,7556,2174
126.9,247,6352,7576,2180
127.6,246,6361,7596,2185
128.3,245,6370,7617,2191
129.0,244,6380,7638,2196
129.7,243,6389,7659,2202
130.4,242,6398,7681,2208
131.2,241,6407,7703,2214
131.9,240,6415,7726,2220
132.6,239,6424,7748,2226
133.4,238,6432,7771,2231
134.1,237,6441,7795,2237
134.9,236,6449,7818,2243
135.7,235,6457,7842,2250
136.4,234,6466,7866,2256
137.2,233,6512,8002,2262
138.0,232,6520,8025,2268
138.8,231,6529,8049,2274
139.6,230,6538,8073,2281
140.4,229,6547,8097,2287
141.2,228,6556,8121,2293
142.1,227,6567,8145,2300
142.9,226,6577,8169,2306
143.7,225,6588,8194,2313
144.6,224,6600,8218,2320
145.4,223,6612,8243,2326
146.3,222,6625,8267,2333
147.2,221,6639,8292,2340
148.1,220,6653,8317,2346
149.0,219,6669,8341,2353
149.9,218,6685,8366,2360
150.8,217,6701,8391,2367
151.7,216,6719,8415,2374
152.6,215,6738,8440,2381
153.5,214,6757,8465,2388
154.5,213,6778,8489,2395
155.4,212,6799,8513,2403
156.4,211,6821,8538,2410
157.4,210,6845,8562,2417
158.4,209,6869,8586,2424
159.4,208,6894,8610,2432
160.4,207,6919,8634,2439
161.4,206,6946,8657,2447
162.4,205,6974,8681,2454
163.4,204,7002,8704,2462
164.5,203,7031,8727,2470
165.6,202,7061,8750,2477
166.6,201,7091,8772,2485
167.7,200,7122,8795,2487
168.8,199,7154,8817,2493
169.9,198,7186,8839,2503
171.0,197,7219,8861,2517
172.2,196,7252,8882,2535
173.3,195,7286,8903,2556
174.5,194,7320,8924,2580
175.6,193,7354,8945,2607
176.8,192,7388,8965,2637
178.0,191,7422,8985,2670
179.2,190,7457,9004,2705
180.4,189,7491,9024,2742
181.6,188,7526,9043,2781
182.9,187,7560,9061,2821
184.2,186,7595,9080,2863
185.4,185,7629,9098,2907
186.7,184,7663,9115,2952
188.0,183,7697,9133,2997
189.3,182,7730,9149,3044
190.7,181,7763,9166,3091
192.0,180,7796,9182,3139
193.4,179,7828,9198,3188
194.8,178,7860,9214,3236
196.2,177,7892,9229,3285
197.6,176,7923,9244,3334
199.0,175,7954,9259,3383
200.4,174,7984,9274,3431
201.9,173,8013,9288,3480
203.4,172,8043,9301,3528
204.9,171,8071,9315,3575
206.4,170,8100,9328,3622
207.9,169,8128,9341,3668
209.5,168,8155,9354,3713
211.0,167,8182,9367,3758
212.6,166,8208,9379,3801
214.2,165,8235,9391,3844
215.8,164,8260,9403,3886
217.5,163,8286,9415,3926
219.1,162,8311,9426,3966
220.8,161,8336,9438,4004
222.5,160,8361,9449,4041
224.2,159,8386,9461,4077
226.0,158,8410,9472,4112
227.7,157,8435,9483,4146
229.5,156,8460,9495,4178
231.3,155,8484,9506,4209
233.1,154,8509,9517,4239
235.0,153,8534,9529,4268
236.8,152,8559,9541,4296
238.7,151,8585,9553,4322
240.6,150,8611,9565,4347
242.6,149,8638,9577,4371
244.5,148,8665,9590,4394
246.5,147,8692,9603,4416
248.5,146,8721,9616,4437
250.5,145,8750,9630,4457
252.6,144,8780,9645,4476
254.7,143,8811,9659,4494
256.8,142,8843,9675,4512
258.9,141,8877,9691,4529
261.1,140,8911,9708,4545
263.2,139,8946,9726,4561
265.4,138,8983,9744,4577
267.7,137,9021,9763,4592
269.9,136,9061,9784,4608
272.2,135,9101,9805,4623
274.5,134,9143,9827,4638
276.9,133,9187,9851,4654
279.2,132,9231,9876,4669
281.6,131,9277,9902,4686
284.1,130,9324,9929,4703
286.5,129,9371,9958,4720
289.0,128,9420,9989,4739
291.5,127,9507,10047,4759
