Inches,Pixels,Kicker,Shooter,Hood
81.4,338,6109,7142,1827
81.8,337,6111,7144,1829
82.1,336,6112,7146,1832
82.5,335,6113,7148,1834
82.9,334,6114,7150,1837
83.2,333,6115,7152,1839
83.6,332,6116,7153,1842
84.0,331,6116,7155,1845
84.4,330,6117,7156,1847
84.7,329,6118,7157,1850
85.1,328,6118,7158,1853
85.5,327,6119,7159,1855
85.9,326,6119,7160,1858
86.3,325,6120,7161,1861
86.7,324,6120,7162,1864
87.1,323,6121,7163,1867
87.4,322,6121,7164,1870
87.8,321,6122,7165,1872
88.3,320,6122,7166,1875
88.7,319,6123,7166,1878
89.1,318,6123,7167,1881
89.5,317,6124,7168,1884
89.9,316,6124,7169,1887
90.3,315,6125,7170,1890
90.7,314,6125,7171,1893
91.1,313,6126,7172,1897
91.6,312,6126,7173,1900
92.0,311,6127,7174,1903
92.4,310,6128,7176,1906
92.9,309,6129,7177,1909
93.3,308,6130,7179,1913
93.7,307,6131,7180,1916
94.2,306,6132,7182,1919
94.6,305,6133,7184,1923
95.1,304,6134,7186,1926
95.5,303,6135,7189,1930
96.0,302,6137,7191,1933
96.4,301,6138,7194,1937
96.9,300,6140,7197,1940
97.4,299,6142,7200,1944
97.8,298,6144,7203,1947
98.3,297,6146,7207,1951
98.8,296,6148,7211,1955
99.3,295,6150,7215,1958
99.7,294,6153,7219,1962
100.2,293,6156,7224,1966
100.7,292,6158,7229,1970
101.2,291,6161,7234,1973
101.7,290,6165,7239,1977
102.2,289,6168,7245,1981
102.7,288,6172,7251,1985
103.2,287,6175,7257,1989
103.7,286,6179,7264,1993
104.2,285,6183,7271,1997
104.7,284,6188,7278,2001
105.3,283,6192,7286,2005
105.8,282,6197,7294,2010
106.3,281,6202,7302,2014
106.8,280,6207,7311,2018
107.4,279,6213,7320,2022
107.9,278,6218,7329,2027
108.5,277,6224,7338,2031
109.0,276,6230,7349,2035
109.6,275,6236,7359,2040
110.1,274,6242,7370,2044
110.7,273,6249,7381,2049
111.2,272,6255,7392,2053
111.8,271,6262,7404,2058
112.4,270,6269,7416,2062
113.0,269,6276,7429,2067
113.6,268,6283,7442,2072
114.1,267,6290,7455,2076
114.7,266,6298,7469,2081
115.3,265,6305,7483,2086
115.9,264,6313,7497,2091
116.5,263,6320,7512,2096
117.1,262,6328,7527,2101
117.8,261,6336,7542,2106
118.4,260,6343,7558,2111
119.0,259,6351,7574,2116
119.6,258,6359,7591,2121
120.3,257,6366,7607,2126
120.9,256,6374,7625,2131
121.5,255,6381,7642,2136
122.2,254,6389,7660,2142
122.9,253,6396,7678,2147
123.5,252,6404,7696,2152
124.2,251,6411,7715,2158
124.9,250,6419,7734,2163
125.5,249,6426,7754,2168
126.2,248,6433,7773,2174
126.9,247,6440,7793,2180
127.6,246,6447,7814,2185
128.3,245,6455,7834,2191
129.0,244,6462,7855,2196
129.7,243,6469,7876,2202
130.4,242,6476,7897,2208
131.2,241,6483,7919,2214
131.9,240,6491,7940,2220
132.6,239,6498,7962,2226
133.4,238,6506,7984,2231
134.1,237,6513,8007,2237
134.9,236,6521,8029,2243
135.7,235,6530,8052,2250
136.4,234,6538,8075,2256
137.2,233,6547,8098,2262
138.0,232,6556,8121,2268
138.8,231,6566,8144,2274
139.6,230,6576,8167,2281
140.4,229,6587,8191,2287
141.2,228,6598,8214,2293
142.1,227,6610,8238,2300
142.9,226,6622,8262,2306
143.7,225,6635,8285,2313
144.6,224,6649,8309,2320
145.4,223,6663,8333,2326
146.3,222,6678,8357,2333
147.2,221,6694,8381,2340
148.1,220,6711,8405,2346
149.0,219,6729,8428,2353
149.9,218,6747,8452,2360
150.8,217,6767,8476,2367
151.7,216,6787,8500,2374
152.6,215,6808,8523,2381
153.5,214,6830,8547,2388
154.5,213,6853,8570,2395
155.4,212,6877,8594,2403
156.4,211,6901,8617,2410
157.4,210,6927,8640,2417
158.4,209,6868,8585,2424
159.4,208,6893,8610,2432
160.4,207,6920,8634,2439
161.4,206,6947,8658,2447
162.4,205,6975,8682,2454
163.4,204,7004,8705,2462
164.5,203,7034,8729,2470
165.6,202,7064,8752,2477
166.6,201,7095,8775,2485
167.7,200,7127,8798,2487
168.8,199,7159,8821,2493
169.9,198,7192,8843,2503
171.0,197,7225,8865,2517
172.2,196,7259,8886,2535
173.3,195,7293,8908,2556
174.5,194,7328,8929,2580
175.6,193,7363,8950,2607
176.8,192,7398,8970,2637
178.0,191,7433,8991,2670
179.2,190,7468,9010,2705
180.4,189,7503,9030,2742
181.6,188,7538,9049,2781
182.9,187,7573,9068,2821
184.2,186,7608,9087,2863
185.4,185,7643,9105,2907
186.7,184,7677,9123,2952
188.0,183,7712,9140,2997
189.3,182,7746,9157,3044
190.7,181,7779,9174,3091
192.0,180,7813,9191,3139
193.4,179,7846,9207,3188
194.8,178,7878,9223,3236
196.2,177,7910,9238,3285
197.6,176,7942,9254,3334
199.0,175,7973,9269,3383
200.4,174,8004,9283,3431
201.9,173,8035,9298,3480
203.4,172,8065,9312,3528
204.9,171,8094,9326,3575
206.4,170,8123,9339,3622
207.9,169,8152,9353,3668
209.5,168,8180,9366,3713
211.0,167,8208,9379,3758
212.6,166,8235,9391,3801
214.2,165,8263,9404,3844
215.8,164,8290,9416,3886
217.5,163,8316,9429,3926
219.1,162,8343,9441,3966
220.8,161,8369,9453,4004
222.5,160,8396,9465,4041
224.2,159,8511,9518,4077
226.0,158,8539,9531,4112
227.7,157,8567,9544,4146
229.5,156,8595,9557,4178
231.3,155,8624,9571,4209
233.1,154,8653,9584,4239
235.0,153,8682,9598,4268
236.8,152,8712,9612,4296
238.7,151,8743,9627,4322
240.6,150,8774,9642,4347
242.6,149,8806,9657,4371
244.5,148,8838,9672,4394
246.5,147,8872,9689,4416
248.5,146,8906,9706,4437
250.5,145,8941,9723,4457
252.6,144,8977,9741,4476
254.7,143,9015,9760,4494
256.8,142,9053,9780,4512
258.9,141,9092,9800,4529
261.1,140,9133,9822,4545
263.2,139,9174,9844,4561
265.4,138,9217,9867,4577
267.7,137,9260,9892,4592
269.9,136,9304,9918,4608
272.2,135,9349,9944,4623
274.5,134,9395,9973,4638
276.9,133,9441,10002,4654
279.2,132,9487,10034,4669
281.6,131,9534,10066,4686
284.1,130,9580,10101,4703
286.5,129,9625,10137,4720
289.0,128,9669,10174,4739
291.5,127,9733,10235,4759
