Inches,Pixels,Kicker,Shooter,Hood,TOF
121.5,255,6357,7586,2136,1.094
122.2,254,6365,7604,2142,1.096
122.9,253,6373,7622,2147,1.098
123.5,252,6381,7640,2152,1.100
124.2,251,6388,7658,2158,1.103
124.9,250,6396,7677,2163,1.105
125.5,249,6404,7696,2168,1.107
126.2,248,6412,7716,2174,1.109
126.9,247,6419,7736,2180,1.112
127.6,246,6427,7756,2185,1.114
128.3,245,6434,7776,2191,1.116
129.0,244,6442,7797,2196,1.118
129.7,243,6449,7818,2202,1.121
130.4,242,6456,7839,2208,1.123
131.2,241,6464,7860,2214,1.126
131.9,240,6471,7882,2220,1.128
132.6,239,6478,7904,2226,1.130
133.4,238,6486,7926,2231,1.133
134.1,237,6493,7949,2237,1.135
134.9,236,6501,7971,2243,1.138
135.7,235,6509,7994,2250,1.140
136.4,234,6517,8017,2256,1.143
137.2,233,6525,8040,2262,1.145
138.0,232,6534,8063,2268,1.148
138.8,231,6543,8087,2274,1.150
139.6,230,6552,8111,2281,1.153
140.4,229,6562,8134,2287,1.156
141.2,228,6572,8158,2293,1.158
142.1,227,6583,8182,2300,1.161
142.9,226,6594,8206,2306,1.163
143.7,225,6606,8230,2313,1.166
144.6,224,6618,8255,2320,1.169
145.4,223,6632,8279,2326,1.172
146.3,222,6645,8303,2333,1.174
147.2,221,6660,8328,2340,1.177
148.1,220,6675,8352,2346,1.180
149.0,219,6691,8376,2353,1.183
149.9,218,6708,8401,2360,1.186
150.8,217,6726,8425,2367,1.188
151.7,216,6745,8449,2374,1.191
152.6,215,6765,8473,2381,1.194
153.5,214,6785,8497,2388,1.197
154.5,213,6806,8522,2395,1.200
155.4,212,6829,8546,2403,1.203
156.4,211,6852,8569,2410,1.206
157.4,210,6876,8593,2417,1.214
158.4,209,6822,8539,2424,1.222
159.4,208,6847,8564,2432,1.229
160.4,207,6872,8589,2439,1.236
161.4,206,6898,8614,2447,1.242
162.4,205,6924,8638,2454,1.248
163.4,204,6952,8662,2462,1.254
164.5,203,6981,8687,2470,1.259
165.6,202,7010,8710,2477,1.264
166.6,201,7040,8734,2485,1.268
167.7,200,7071,8758,2487,1.272
168.8,199,7103,8781,2493,1.275
169.9,198,7135,8804,2503,1.279
171.0,197,7168,8826,2517,1.281
172.2,196,7201,8849,2535,1.284
173.3,195,7235,8871,2556,1.286
174.5,194,7269,8892,2580,1.288
175.6,193,7303,8914,2607,1.289
176.8,192,7338,8935,2637,1.290
178.0,191,7373,8956,2670,1.291
179.2,190,7408,8976,2705,1.291
180.4,189,7443,8996,2742,1.291
181.6,188,7478,9016,2781,1.291
182.9,187,7513,9035,2821,1.291
184.2,186,7548,9054,2863,1.290
185.4,185,7583,9073,2907,1.289
186.7,184,7617,9091,2952,1.288
188.0,183,7652,9109,2997,1.287
189.3,182,7686,9127,3044,1.285
190.7,181,7719,9144,3091,1.284
192.0,180,7753,9161,3139,1.282
193.4,179,7786,9177,3188,1.280
194.8,178,7818,9193,3236,1.278
196.2,177,7850,9209,3285,1.276
197.6,176,7882,9225,3334,1.274
199.0,175,7913,9240,3383,1.272
200.4,174,7944,9254,3431,1.270
201.9,173,7974,9269,3480,1.268
203.4,172,8084,9321,3528,1.265
204.9,171,8113,9334,3575,1.263
206.4,170,8141,9348,3622,1.261
207.9,169,8170,9361,3668,1.259
209.5,168,8197,9374,3713,1.257
211.0,167,8225,9386,3758,1.255
212.6,166,8252,9399,3801,1.253
214.2,165,8279,9411,3844,1.252
215.8,164,8306,9424,3886,1.250
217.5,163,8332,9436,3926,1.249
219.1,162,8358,9448,3966,1.248
220.8,161,8384,9460,4004,1.247
222.5,160,8410,9472,4041,1.246
224.2,159,8525,9525,4077,1.245
226.0,158,8553,9538,4112,1.245
227.7,157,8581,9551,4146,1.245
229.5,156,8608,9564,4178,1.245
231.3,155,8637,9577,4209,1.245
233.1,154,8665,9590,4239,1.245
235.0,153,8694,9604,4268,1.246
236.8,152,8724,9618,4296,1.247
238.7,151,8754,9632,4322,1.249
240.6,150,8784,9646,4347,1.250
242.6,149,8816,9662,4371,1.252
244.5,148,8848,9677,4394,1.254
246.5,147,8880,9693,4416,1.256
248.5,146,8914,9709,4437,1.259
250.5,145,8948,9727,4457,1.262
252.6,144,8984,9744,4476,1.265
254.7,143,9020,9763,4494,1.268
256.8,142,9058,9782,4512,1.272
258.9,141,9159,9836,4529,1.275
261.1,140,9199,9858,4545,1.279
263.2,139,9241,9881,4561,1.283
265.4,138,9282,9905,4577,1.288
267.7,137,9325,9930,4592,1.292
269.9,136,9368,9956,4608,1.297
272.2,135,9412,9984,4623,1.301
274.5,134,9456,10013,4638,1.306
276.9,133,9501,10043,4654,1.311
279.2,132,9545,10075,4669,1.315
281.6,131,9589,10108,4686,1.320
284.1,130,9632,10143,4703,1.325
286.5,129,9674,10179,4720,1.329
289.0,128,9715,10217,4739,1.334
291.5,127,9772,10277,4759,1.338
