Inches,Pixels,Kicker,Shooter,Hood
81.4,338,6132,7182,1827
81.8,337,6133,7184,1829
82.1,336,6134,7187,1832
82.5,335,6135,7189,1834
82.9,334,6136,7191,1837
83.2,333,6138,7193,1839
83.6,332,6139,7195,1842
84.0,331,6140,7197,1845
84.4,330,6141,7200,1847
84.7,329,6143,7202,1850
85.1,328,6144,7204,1853
85.5,327,6146,7207,1855
85.9,326,6147,7209,1858
86.3,325,6149,7212,1861
86.7,324,6150,7215,1864
87.1,323,6152,7217,1867
87.4,322,6154,7220,1870
87.8,321,6155,7224,1872
88.3,320,6157,7227,1875
88.7,319,6159,7230,1878
89.1,318,6161,7234,1881
89.5,317,6163,7237,1884
89.9,316,6166,7241,1887
90.3,315,6168,7245,1890
90.7,314,6171,7249,1893
91.1,313,6173,7254,1897
91.6,312,6176,7258,1900
92.0,311,6179,7263,1903
92.4,310,6182,7268,1906
92.9,309,6185,7273,1909
93.3,308,6188,7278,1913
93.7,307,6191,7284,1916
94.2,306,6195,7290,1919
94.6,305,6199,7296,1923
95.1,304,6202,7302,1926
95.5,303,6206,7309,1930
96.0,302,6210,7316,1933
96.4,301,6215,7323,1937
96.9,300,6219,7330,1940
97.4,299,6223,7338,1944
97.8,298,6228,7346,1947
98.3,297,6233,7354,1951
98.8,296,6238,7362,1955
99.3,295,6243,7371,1958
99.7,294,6248,7380,1962
100.2,293,6254,7389,1966
100.7,292,6259,7399,1970
101.2,291,6265,7409,1973
101.7,290,6271,7419,1977
102.2,289,6276,7430,1981
102.7,288,6282,7440,1985
103.2,287,6289,7452,1989
103.7,286,6295,7463,1993
104.2,285,6301,7475,1997
104.7,284,6307,7487,2001
105.3,283,6314,7499,2005
105.8,282,6320,7511,2010
106.3,281,6327,7524,2014
106.8,280,6333,7538,2018
107.4,279,6340,7551,2022
107.9,278,6347,7565,2027
108.5,277,6353,7579,2031
109.0,276,6360,7593,2035
109.6,275,6366,7608,2040
110.1,274,6373,7623,2044
110.7,273,6380,7638,2049
111.2,272,6386,7654,2053
111.8,271,6393,7669,2058
112.4,270,6400,7686,2062
113.0,269,6406,7702,2067
113.6,268,6413,7719,2072
114.1,267,6419,7735,2076
114.7,266,6426,7753,2081
115.3,265,6432,7770,2086
115.9,264,6438,7788,2091
116.5,263,6445,7806,2096
117.1,262,6451,7824,2101
117.8,261,6457,7842,2106
118.4,260,6464,7861,2111
119.0,259,6470,7880,2116
119.6,258,6477,7899,2121
120.3,257,6483,7918,2126
120.9,256,6490,7937,2131
121.5,255,6496,7957,2136
122.2,254,6503,7977,2142
122.9,253,6510,7997,2147
123.5,252,6517,8017,2152
124.2,251,6525,8038,2158
124.9,250,6532,8058,2163
125.5,249,6540,8079,2168
126.2,248,6548,8100,2174
126.9,247,6556,8120,2180
127.6,246,6565,8142,2185
128.3,245,6574,8163,2191
129.0,244,6584,8184,2196
129.7,243,6594,8205,2202
130.4,242,6604,8227,2208
131.2,241,6615,8248,2214
131.9,240,6627,8270,2220
132.6,239,6639,8292,2226
133.4,238,6651,8313,2231
134.1,237,6665,8335,2237
134.9,236,6679,8357,2243
135.7,235,6693,8379,2250
136.4,234,6709,8401,2256
137.2,233,6725,8423,2262
138.0,232,6741,8444,2268
138.8,231,6759,8466,2274
139.6,230,6777,8488,2281
140.4,229,6796,8510,2287
141.2,228,6816,8532,2293
142.1,227,6836,8553,2300
142.9,226,6857,8575,2306
143.7,225,6879,8596,2313
144.6,224,6902,8618,2320
145.4,223,6926,8639,2326
146.3,222,6950,8661,2333
147.2,221,6975,8682,2340
148.1,220,7001,8703,2346
149.0,219,7027,8724,2353
149.9,218,7054,8745,2360
150.8,217,7082,8765,2367
151.7,216,7110,8786,2374
152.6,215,7139,8806,2381
153.5,214,7168,8827,2388
154.5,213,7198,8847,2395
155.4,212,7228,8867,2403
156.4,211,7259,8886,2410
157.4,210,7290,8906,2417
158.4,209,7322,8925,2424
159.4,208,7354,8945,2432
160.4,207,7386,8964,2439
161.4,206,7419,8982,2447
162.4,205,7451,9001,2454
163.4,204,7484,9019,2462
164.5,203,7517,9038,2470
165.6,202,7550,9056,2477
166.6,201,7583,9073,2485
167.7,200,7617,9091,2487
168.8,199,7650,9108,2493
169.9,198,7683,9126,2503
171.0,197,7716,9142,2517
172.2,196,7749,9159,2535
173.3,195,7457,9004,2556
174.5,194,7493,9024,2580
175.6,193,7529,9044,2607
176.8,192,7566,9064,2637
178.0,191,7602,9083,2670
179.2,190,7638,9102,2705
180.4,189,7675,9121,2742
181.6,188,7711,9140,2781
182.9,187,7747,9158,2821
184.2,186,7783,9176,2863
185.4,185,7818,9193,2907
186.7,184,7853,9211,2952
188.0,183,7888,9228,2997
189.3,182,7923,9244,3044
190.7,181,7957,9261,3091
192.0,180,7992,9277,3139
193.4,179,8025,9293,3188
194.8,178,8059,9309,3236
196.2,177,8092,9325,3285
197.6,176,8125,9340,3334
199.0,175,8158,9355,3383
200.4,174,8190,9370,3431
201.9,173,8222,9385,3480
203.4,172,8254,9400,3528
204.9,171,8286,9415,3575
206.4,170,8317,9429,3622
207.9,169,8349,9444,3668
209.5,168,8380,9458,3713
211.0,167,8412,9472,3758
212.6,166,8443,9487,3801
214.2,165,8474,9501,3844
215.8,164,8506,9516,3886
217.5,163,8538,9531,3926
219.1,162,8570,9546,3966
220.8,161,8602,9561,4004
222.5,160,8635,9576,4041
224.2,159,8668,9591,4077
226.0,158,8701,9607,4112
227.7,157,8735,9623,4146
229.5,156,8770,9640,4178
231.3,155,8805,9657,4209
233.1,154,8841,9674,4239
235.0,153,8878,9692,4268
236.8,152,8916,9710,4296
238.7,151,8954,9730,4322
240.6,150,8994,9749,4347
242.6,149,9034,9770,4371
244.5,148,9075,9791,4394
246.5,147,9118,9814,4416
248.5,146,9161,9837,4437
250.5,145,9205,9861,4457
252.6,144,9250,9886,4476
254.7,143,9295,9912,4494
256.8,142,9342,9940,4512
258.9,141,9388,9969,4529
261.1,140,9436,9999,4545
263.2,139,9483,10030,4561
265.4,138,9530,10064,4577
267.7,137,9577,10098,4592
269.9,136,9623,10135,4608
272.2,135,9668,10173,4623
274.5,134,9711,10213,4638
276.9,133,9753,10255,4654
279.2,132,9792,10299,4669
281.6,131,9829,10345,4686
284.1,130,9862,10394,4703
286.5,129,9894,10444,4720
289.0,128,9922,10498,4739
291.5,127,9954,10563,4759
